temperature,ph,turbidity,tds,rainfall,humidity,risk_level,is_synthetic,source
26.04,7.09,5.07,564.79,24.06,60.37,LOW,True,synthetic:who_cdc_rules
28.38,8.92,3.66,434.17,29.74,30.07,MEDIUM,True,synthetic:who_cdc_rules
19.01,7.36,17.99,359.19,13.83,72.22,MEDIUM,True,synthetic:who_cdc_rules
29.15,7.9,4.38,423.21,24.42,61.61,LOW,True,synthetic:who_cdc_rules
20.36,8.49,3.13,556.04,66.48,70.13,MEDIUM,True,synthetic:who_cdc_rules
29.23,7.05,6.33,170.56,4.05,49.61,LOW,True,synthetic:who_cdc_rules
19.32,7.96,2.72,660.21,0.0,74.09,MEDIUM,True,synthetic:who_cdc_rules
20.03,7.68,9.39,323.12,15.31,36.17,LOW,True,synthetic:who_cdc_rules
31.73,6.3,0.1,309.46,34.98,81.41,MEDIUM,True,synthetic:who_cdc_rules
28.34,5.61,8.53,248.2,19.64,31.94,MEDIUM,True,synthetic:who_cdc_rules
22.45,5.86,4.67,642.46,27.35,36.69,MEDIUM,True,synthetic:who_cdc_rules
24.17,8.62,0.1,547.35,18.32,66.43,MEDIUM,True,synthetic:who_cdc_rules
39.45,5.93,13.9,677.19,14.24,59.59,HIGH,True,synthetic:who_cdc_rules
38.22,6.68,6.69,479.79,14.78,44.49,MEDIUM,True,synthetic:who_cdc_rules
31.73,7.65,7.03,382.12,0.0,69.93,LOW,True,synthetic:who_cdc_rules
39.62,8.3,12.72,84.33,14.01,40.77,MEDIUM,True,synthetic:who_cdc_rules
34.1,6.14,5.33,536.09,4.51,73.76,MEDIUM,True,synthetic:who_cdc_rules
24.18,8.91,6.38,700.39,0.0,71.64,MEDIUM,True,synthetic:who_cdc_rules
24.9,7.24,9.94,181.38,25.42,90.04,LOW,True,synthetic:who_cdc_rules
25.21,5.78,6.37,641.26,0.0,39.63,MEDIUM,True,synthetic:who_cdc_rules
22.67,5.74,7.3,651.68,28.58,86.57,MEDIUM,True,synthetic:who_cdc_rules
38.62,6.22,14.55,304.71,0.0,59.06,HIGH,True,synthetic:who_cdc_rules
36.22,6.35,0.1,544.88,27.41,44.07,MEDIUM,True,synthetic:who_cdc_rules
31.14,7.64,10.79,372.69,0.0,80.58,MEDIUM,True,synthetic:who_cdc_rules
18.27,7.37,7.54,684.51,0.0,69.23,MEDIUM,True,synthetic:who_cdc_rules
21.13,7.58,0.59,399.77,60.11,37.51,MEDIUM,True,synthetic:who_cdc_rules
21.03,6.91,12.03,510.34,0.0,35.28,MEDIUM,True,synthetic:who_cdc_rules
25.52,8.55,9.77,570.83,14.06,72.93,MEDIUM,True,synthetic:who_cdc_rules
38.0,7.64,1.75,530.98,16.97,58.14,MEDIUM,True,synthetic:who_cdc_rules
20.34,6.29,7.2,298.5,0.0,78.95,MEDIUM,True,synthetic:who_cdc_rules
27.83,6.11,4.59,212.12,23.29,33.99,MEDIUM,True,synthetic:who_cdc_rules
26.84,6.77,6.65,505.69,47.46,75.59,MEDIUM,True,synthetic:who_cdc_rules
29.72,5.75,7.71,572.88,22.37,71.42,MEDIUM,True,synthetic:who_cdc_rules
24.08,8.25,13.54,335.65,0.0,45.72,MEDIUM,True,synthetic:who_cdc_rules
34.9,5.57,7.67,447.32,17.35,86.17,MEDIUM,True,synthetic:who_cdc_rules
23.64,5.92,11.09,155.53,20.47,65.11,MEDIUM,True,synthetic:who_cdc_rules
28.56,6.63,7.03,247.71,4.88,75.0,LOW,True,synthetic:who_cdc_rules
32.06,8.96,6.47,565.7,0.0,90.44,MEDIUM,True,synthetic:who_cdc_rules
31.2,6.4,5.33,181.16,31.75,50.71,LOW,True,synthetic:who_cdc_rules
33.59,7.29,3.79,310.75,7.52,90.51,MEDIUM,True,synthetic:who_cdc_rules
27.06,5.7,7.36,293.16,34.35,73.8,MEDIUM,True,synthetic:who_cdc_rules
20.22,7.93,4.16,362.87,9.32,70.38,LOW,True,synthetic:who_cdc_rules
31.66,8.53,8.38,438.15,32.92,79.29,MEDIUM,True,synthetic:who_cdc_rules
25.99,7.39,12.83,307.91,0.0,61.26,LOW,True,synthetic:who_cdc_rules
22.08,5.8,7.97,171.89,4.64,79.9,MEDIUM,True,synthetic:who_cdc_rules
26.89,6.42,8.49,351.26,56.67,69.46,MEDIUM,True,synthetic:who_cdc_rules
24.16,7.3,0.1,575.98,49.35,38.54,MEDIUM,True,synthetic:who_cdc_rules
29.97,6.72,10.52,153.96,29.23,70.57,MEDIUM,True,synthetic:who_cdc_rules
39.83,8.86,6.61,477.9,34.58,34.82,MEDIUM,True,synthetic:who_cdc_rules
29.48,7.55,2.92,499.22,0.0,70.0,LOW,True,synthetic:who_cdc_rules
28.7,7.74,5.1,62.4,36.31,65.93,LOW,True,synthetic:who_cdc_rules
21.11,6.27,3.82,207.88,17.71,77.48,MEDIUM,True,synthetic:who_cdc_rules
28.4,8.34,7.79,458.14,30.16,84.69,MEDIUM,True,synthetic:who_cdc_rules
27.68,7.74,0.1,50.0,0.0,60.24,LOW,True,synthetic:who_cdc_rules
19.42,8.27,4.68,523.62,0.0,49.57,LOW,True,synthetic:who_cdc_rules
29.33,8.93,1.65,606.96,40.55,47.87,HIGH,True,synthetic:who_cdc_rules
24.56,8.53,2.31,648.23,16.18,68.86,MEDIUM,True,synthetic:who_cdc_rules
33.95,7.41,8.89,93.24,0.84,36.08,LOW,True,synthetic:who_cdc_rules
35.76,8.73,13.79,428.5,14.77,63.4,HIGH,True,synthetic:who_cdc_rules
33.58,5.81,8.01,336.4,22.11,32.92,MEDIUM,True,synthetic:who_cdc_rules
19.59,8.67,5.62,496.85,0.0,90.97,MEDIUM,True,synthetic:who_cdc_rules
25.42,7.45,10.86,297.19,32.9,89.79,MEDIUM,True,synthetic:who_cdc_rules
31.55,8.73,9.84,352.27,35.11,65.42,MEDIUM,True,synthetic:who_cdc_rules
37.46,6.24,7.81,50.0,74.98,40.42,HIGH,True,synthetic:who_cdc_rules
32.37,8.23,6.23,617.84,37.52,51.21,MEDIUM,True,synthetic:who_cdc_rules
23.36,7.19,4.45,346.51,14.69,36.1,LOW,True,synthetic:who_cdc_rules
39.63,8.41,11.03,488.02,0.0,65.33,MEDIUM,True,synthetic:who_cdc_rules
26.33,6.95,5.71,628.43,16.53,60.15,MEDIUM,True,synthetic:who_cdc_rules
33.76,8.52,3.28,339.99,0.0,31.34,MEDIUM,True,synthetic:who_cdc_rules
38.44,8.42,14.07,603.41,14.18,87.4,HIGH,True,synthetic:who_cdc_rules
38.77,5.56,6.91,255.27,37.76,57.49,MEDIUM,True,synthetic:who_cdc_rules
30.05,5.7,4.87,353.62,17.11,65.45,MEDIUM,True,synthetic:who_cdc_rules
34.96,6.46,0.1,353.32,21.33,85.54,HIGH,True,synthetic:who_cdc_rules
23.24,7.09,7.99,822.04,0.0,80.43,MEDIUM,True,synthetic:who_cdc_rules
19.84,7.26,15.01,202.17,9.5,75.43,MEDIUM,True,synthetic:who_cdc_rules
29.35,7.23,8.27,163.51,38.28,83.33,MEDIUM,True,synthetic:who_cdc_rules
38.22,6.18,0.1,471.44,11.44,32.34,MEDIUM,True,synthetic:who_cdc_rules
34.99,5.62,10.68,551.05,38.83,73.91,MEDIUM,True,synthetic:who_cdc_rules
32.41,5.63,2.24,387.24,17.89,30.51,MEDIUM,True,synthetic:who_cdc_rules
39.35,7.72,0.1,187.6,53.25,36.63,MEDIUM,True,synthetic:who_cdc_rules
35.97,5.56,10.29,305.8,14.15,51.32,HIGH,True,synthetic:who_cdc_rules
35.39,6.78,2.2,99.14,0.0,82.49,MEDIUM,True,synthetic:who_cdc_rules
22.66,8.05,7.92,491.48,20.54,56.91,LOW,True,synthetic:who_cdc_rules
27.72,7.88,0.1,336.41,30.92,39.3,LOW,True,synthetic:who_cdc_rules
38.77,8.98,2.51,532.93,5.23,91.18,HIGH,True,synthetic:who_cdc_rules
34.36,7.06,5.44,418.51,10.42,79.17,LOW,True,synthetic:who_cdc_rules
25.51,5.77,15.14,298.19,18.21,40.5,MEDIUM,True,synthetic:who_cdc_rules
22.75,7.71,0.1,219.24,19.71,45.56,LOW,True,synthetic:who_cdc_rules
22.19,7.03,5.41,451.59,44.65,63.32,MEDIUM,True,synthetic:who_cdc_rules
35.06,5.98,0.1,607.54,1.01,85.09,HIGH,True,synthetic:who_cdc_rules
31.78,5.65,11.58,490.81,66.48,30.5,HIGH,True,synthetic:who_cdc_rules
31.35,6.55,9.3,227.57,28.6,63.23,LOW,True,synthetic:who_cdc_rules
29.98,6.8,0.76,519.88,53.05,59.69,MEDIUM,True,synthetic:who_cdc_rules
20.97,8.52,10.8,50.0,0.0,54.79,MEDIUM,True,synthetic:who_cdc_rules
24.14,6.02,1.09,420.09,39.66,91.7,MEDIUM,True,synthetic:who_cdc_rules
23.1,8.16,7.05,345.9,36.07,37.96,LOW,True,synthetic:who_cdc_rules
33.55,8.97,2.12,509.53,0.0,90.46,MEDIUM,True,synthetic:who_cdc_rules
30.11,5.56,2.49,93.35,13.28,86.4,MEDIUM,True,synthetic:who_cdc_rules
24.1,7.28,4.67,459.74,25.18,76.48,LOW,True,synthetic:who_cdc_rules
26.22,6.79,4.02,584.65,1.07,86.74,LOW,True,synthetic:who_cdc_rules
27.26,7.98,0.1,50.0,21.97,59.1,LOW,True,synthetic:who_cdc_rules
25.67,7.83,3.95,205.89,25.37,94.9,LOW,True,synthetic:who_cdc_rules
25.57,6.09,9.86,274.92,0.0,86.29,MEDIUM,True,synthetic:who_cdc_rules
28.05,5.6,4.61,565.99,23.72,33.52,MEDIUM,True,synthetic:who_cdc_rules
37.65,5.58,8.17,181.43,19.21,94.11,HIGH,True,synthetic:who_cdc_rules
37.71,7.72,8.37,794.39,0.0,52.35,MEDIUM,True,synthetic:who_cdc_rules
27.33,7.46,5.65,449.24,0.0,93.66,LOW,True,synthetic:who_cdc_rules
34.34,6.19,7.47,569.06,0.0,55.84,MEDIUM,True,synthetic:who_cdc_rules
20.21,7.15,4.01,673.9,43.3,61.04,MEDIUM,True,synthetic:who_cdc_rules
33.76,6.35,10.06,521.49,6.98,35.86,MEDIUM,True,synthetic:who_cdc_rules
34.33,8.71,7.43,388.79,20.59,71.39,MEDIUM,True,synthetic:who_cdc_rules
18.27,6.52,3.75,336.7,1.6,36.65,LOW,True,synthetic:who_cdc_rules
35.14,7.98,6.72,650.53,18.76,41.41,MEDIUM,True,synthetic:who_cdc_rules
32.88,6.85,5.31,267.41,46.69,46.11,MEDIUM,True,synthetic:who_cdc_rules
29.54,6.75,6.02,684.65,13.39,70.88,MEDIUM,True,synthetic:who_cdc_rules
39.95,8.97,9.87,422.57,49.03,62.2,HIGH,True,synthetic:who_cdc_rules
23.06,7.33,2.45,338.71,34.27,54.96,LOW,True,synthetic:who_cdc_rules
28.23,7.03,9.4,113.15,37.65,47.09,LOW,True,synthetic:who_cdc_rules
20.78,8.77,11.59,617.23,25.06,79.71,HIGH,True,synthetic:who_cdc_rules
18.52,6.58,11.66,537.63,53.06,52.48,MEDIUM,True,synthetic:who_cdc_rules
26.43,8.26,1.38,120.69,40.96,36.17,MEDIUM,True,synthetic:who_cdc_rules
21.4,8.97,10.21,530.83,27.43,94.97,MEDIUM,True,synthetic:who_cdc_rules
25.5,7.6,12.33,789.53,47.8,32.83,HIGH,True,synthetic:who_cdc_rules
35.61,7.5,1.3,278.63,19.47,46.41,MEDIUM,True,synthetic:who_cdc_rules
33.61,5.67,9.03,597.64,0.0,75.72,MEDIUM,True,synthetic:who_cdc_rules
19.75,8.16,1.65,185.69,4.06,52.93,LOW,True,synthetic:who_cdc_rules
30.04,6.63,2.92,461.53,30.39,37.73,LOW,True,synthetic:who_cdc_rules
31.73,6.87,8.28,329.0,28.5,62.41,LOW,True,synthetic:who_cdc_rules
39.63,6.37,6.23,465.48,7.65,56.71,MEDIUM,True,synthetic:who_cdc_rules
24.4,5.66,11.45,423.65,28.33,73.89,MEDIUM,True,synthetic:who_cdc_rules
34.24,6.93,19.42,399.0,8.69,77.1,MEDIUM,True,synthetic:who_cdc_rules
29.54,6.07,11.58,333.85,2.92,63.63,MEDIUM,True,synthetic:who_cdc_rules
23.77,8.53,8.51,552.21,15.01,59.52,MEDIUM,True,synthetic:who_cdc_rules
34.97,5.94,1.61,116.88,32.89,49.91,MEDIUM,True,synthetic:who_cdc_rules
23.84,5.55,2.6,427.04,16.06,72.45,MEDIUM,True,synthetic:who_cdc_rules
32.11,7.77,5.88,89.19,12.07,61.44,LOW,True,synthetic:who_cdc_rules
37.1,6.7,2.46,417.88,41.17,62.83,HIGH,True,synthetic:who_cdc_rules
36.9,6.83,0.43,263.65,0.0,90.97,LOW,True,synthetic:who_cdc_rules
25.15,5.56,0.63,536.21,46.84,48.55,MEDIUM,True,synthetic:who_cdc_rules
36.22,6.33,8.23,114.97,2.15,42.59,MEDIUM,True,synthetic:who_cdc_rules
35.87,7.75,0.86,147.56,11.23,65.26,MEDIUM,True,synthetic:who_cdc_rules
39.49,6.14,18.23,133.34,0.0,68.79,HIGH,True,synthetic:who_cdc_rules
24.77,6.59,14.08,50.0,19.19,77.85,MEDIUM,True,synthetic:who_cdc_rules
32.81,7.06,4.09,107.19,19.68,64.79,LOW,True,synthetic:who_cdc_rules
18.59,7.22,3.96,633.46,49.54,65.91,MEDIUM,True,synthetic:who_cdc_rules
24.47,7.71,3.63,544.53,0.0,88.62,LOW,True,synthetic:who_cdc_rules
26.85,7.66,10.5,435.13,1.49,52.87,MEDIUM,True,synthetic:who_cdc_rules
32.71,7.9,3.81,563.4,0.0,70.28,LOW,True,synthetic:who_cdc_rules
18.94,6.07,8.1,503.98,11.87,65.44,MEDIUM,True,synthetic:who_cdc_rules
33.59,8.94,0.1,320.3,0.0,76.6,MEDIUM,True,synthetic:who_cdc_rules
39.96,8.52,5.72,327.27,20.97,71.09,MEDIUM,True,synthetic:who_cdc_rules
26.2,7.39,0.48,431.33,42.29,80.25,MEDIUM,True,synthetic:who_cdc_rules
22.05,7.16,10.2,297.34,18.01,39.72,MEDIUM,True,synthetic:who_cdc_rules
30.24,8.14,14.71,202.89,2.47,94.64,MEDIUM,True,synthetic:who_cdc_rules
28.82,6.79,11.16,94.04,0.0,76.92,MEDIUM,True,synthetic:who_cdc_rules
24.53,6.85,0.1,610.58,13.73,77.58,MEDIUM,True,synthetic:who_cdc_rules
22.86,6.1,2.34,401.76,42.66,41.01,MEDIUM,True,synthetic:who_cdc_rules
23.08,6.67,5.47,222.0,24.78,50.55,LOW,True,synthetic:who_cdc_rules
37.26,6.36,0.1,861.21,22.35,33.76,HIGH,True,synthetic:who_cdc_rules
39.13,8.5,1.91,110.67,28.83,73.93,MEDIUM,True,synthetic:who_cdc_rules
35.07,5.54,1.75,238.88,23.77,94.82,HIGH,True,synthetic:who_cdc_rules
20.71,5.54,6.58,458.38,0.0,70.55,MEDIUM,True,synthetic:who_cdc_rules
34.86,7.67,19.38,315.49,0.0,72.19,MEDIUM,True,synthetic:who_cdc_rules
20.07,8.33,0.31,140.8,0.0,33.88,LOW,True,synthetic:who_cdc_rules
20.04,7.3,7.46,135.79,50.76,65.08,MEDIUM,True,synthetic:who_cdc_rules
24.26,6.09,6.11,302.88,7.52,83.87,MEDIUM,True,synthetic:who_cdc_rules
26.4,5.87,11.58,50.0,32.96,55.91,MEDIUM,True,synthetic:who_cdc_rules
20.41,8.55,2.59,612.3,49.0,93.99,HIGH,True,synthetic:who_cdc_rules
30.37,8.16,0.1,240.29,29.13,58.3,LOW,True,synthetic:who_cdc_rules
30.7,6.58,3.85,353.79,0.0,91.59,MEDIUM,True,synthetic:who_cdc_rules
37.06,8.43,1.55,733.7,20.11,37.61,MEDIUM,True,synthetic:who_cdc_rules
20.31,8.01,4.63,238.24,43.66,50.91,MEDIUM,True,synthetic:who_cdc_rules
34.58,7.43,7.61,415.93,0.0,55.57,LOW,True,synthetic:who_cdc_rules
23.84,6.38,10.48,576.82,0.0,74.75,MEDIUM,True,synthetic:who_cdc_rules
36.95,7.3,3.26,605.78,42.46,87.46,HIGH,True,synthetic:who_cdc_rules
33.25,9.0,6.19,354.68,8.46,30.19,MEDIUM,True,synthetic:who_cdc_rules
28.23,8.49,0.1,87.23,5.39,74.93,LOW,True,synthetic:who_cdc_rules
30.13,7.41,9.07,129.73,52.08,57.92,MEDIUM,True,synthetic:who_cdc_rules
29.63,8.71,3.37,649.49,19.36,87.56,HIGH,True,synthetic:who_cdc_rules
32.38,5.6,6.88,334.61,7.82,72.89,MEDIUM,True,synthetic:who_cdc_rules
29.9,8.83,2.57,219.81,25.24,88.33,MEDIUM,True,synthetic:who_cdc_rules
38.71,8.6,12.67,144.83,0.0,69.81,HIGH,True,synthetic:who_cdc_rules
39.18,7.61,0.1,497.59,19.26,35.5,MEDIUM,True,synthetic:who_cdc_rules
20.36,5.87,0.1,451.47,27.66,53.18,MEDIUM,True,synthetic:who_cdc_rules
20.61,7.8,6.3,557.93,26.08,76.9,LOW,True,synthetic:who_cdc_rules
36.72,7.08,3.21,588.7,24.32,84.28,MEDIUM,True,synthetic:who_cdc_rules
35.4,7.56,5.97,300.98,9.64,54.61,MEDIUM,True,synthetic:who_cdc_rules
18.26,7.32,9.62,947.24,7.15,30.82,MEDIUM,True,synthetic:who_cdc_rules
31.2,6.33,6.42,50.0,0.0,31.49,MEDIUM,True,synthetic:who_cdc_rules
30.97,7.9,9.09,536.01,0.0,58.53,LOW,True,synthetic:who_cdc_rules
30.17,6.29,8.79,249.56,36.78,67.1,MEDIUM,True,synthetic:who_cdc_rules
23.25,5.99,11.31,393.37,18.51,52.87,MEDIUM,True,synthetic:who_cdc_rules
37.0,7.53,4.21,412.27,27.08,45.92,MEDIUM,True,synthetic:who_cdc_rules
29.62,5.79,0.1,105.03,0.47,41.65,MEDIUM,True,synthetic:who_cdc_rules
27.99,8.34,9.2,105.45,11.43,83.87,LOW,True,synthetic:who_cdc_rules
29.66,8.42,12.02,415.97,0.0,43.73,MEDIUM,True,synthetic:who_cdc_rules
22.66,8.66,0.27,672.72,32.9,77.14,MEDIUM,True,synthetic:who_cdc_rules
18.91,6.74,9.0,154.15,0.0,72.64,LOW,True,synthetic:who_cdc_rules
28.26,6.16,4.95,691.12,8.72,70.1,MEDIUM,True,synthetic:who_cdc_rules
23.27,5.73,13.35,425.51,0.0,71.88,MEDIUM,True,synthetic:who_cdc_rules
36.48,7.62,1.27,446.4,4.71,74.58,MEDIUM,True,synthetic:who_cdc_rules
29.92,7.9,14.41,481.16,17.1,39.6,MEDIUM,True,synthetic:who_cdc_rules
35.55,6.69,0.1,477.9,36.5,39.11,MEDIUM,True,synthetic:who_cdc_rules
33.58,6.75,4.91,396.64,8.66,69.33,LOW,True,synthetic:who_cdc_rules
28.74,7.46,7.23,301.66,16.44,63.31,LOW,True,synthetic:who_cdc_rules
39.39,7.35,8.91,256.17,19.37,48.81,MEDIUM,True,synthetic:who_cdc_rules
23.0,6.22,6.79,523.53,44.06,89.49,MEDIUM,True,synthetic:who_cdc_rules
35.43,8.91,5.49,184.46,13.32,46.81,MEDIUM,True,synthetic:who_cdc_rules
24.24,8.65,5.11,510.98,5.34,38.78,MEDIUM,True,synthetic:who_cdc_rules
26.18,8.62,2.51,293.1,0.0,59.15,MEDIUM,True,synthetic:who_cdc_rules
29.01,5.89,3.85,378.45,82.02,39.55,MEDIUM,True,synthetic:who_cdc_rules
21.0,7.46,12.02,473.36,0.0,66.38,MEDIUM,True,synthetic:who_cdc_rules
32.52,8.07,13.05,186.46,12.45,30.88,MEDIUM,True,synthetic:who_cdc_rules
26.78,8.9,13.66,50.0,8.27,80.03,MEDIUM,True,synthetic:who_cdc_rules
21.06,7.08,5.09,508.39,13.06,48.11,LOW,True,synthetic:who_cdc_rules
31.92,7.21,3.03,423.07,0.0,91.75,MEDIUM,True,synthetic:who_cdc_rules
35.11,8.75,4.6,504.74,16.87,84.23,HIGH,True,synthetic:who_cdc_rules
35.92,8.8,0.1,139.59,19.13,45.89,MEDIUM,True,synthetic:who_cdc_rules
19.55,7.97,9.68,465.17,24.41,62.91,LOW,True,synthetic:who_cdc_rules
20.7,8.62,0.1,435.59,0.0,75.69,MEDIUM,True,synthetic:who_cdc_rules
33.94,7.03,11.25,773.93,0.0,47.73,MEDIUM,True,synthetic:who_cdc_rules
26.04,8.12,0.37,581.39,41.65,39.62,LOW,True,synthetic:who_cdc_rules
26.35,6.12,14.26,297.72,18.84,60.87,MEDIUM,True,synthetic:who_cdc_rules
21.9,8.97,4.22,373.8,36.21,48.35,MEDIUM,True,synthetic:who_cdc_rules
32.75,7.44,0.1,717.58,9.91,30.82,MEDIUM,True,synthetic:who_cdc_rules
26.9,7.46,6.81,183.2,2.75,35.16,LOW,True,synthetic:who_cdc_rules
19.07,6.89,12.12,89.65,6.25,71.16,MEDIUM,True,synthetic:who_cdc_rules
22.6,6.55,11.72,459.72,33.34,51.07,MEDIUM,True,synthetic:who_cdc_rules
23.45,5.85,10.56,207.41,0.0,47.71,MEDIUM,True,synthetic:who_cdc_rules
27.12,6.97,2.14,560.4,14.28,58.8,LOW,True,synthetic:who_cdc_rules
22.45,7.03,6.64,594.86,5.74,79.61,LOW,True,synthetic:who_cdc_rules
34.66,6.05,4.15,327.61,23.11,89.45,MEDIUM,True,synthetic:who_cdc_rules
28.15,6.81,8.94,126.58,48.83,86.52,MEDIUM,True,synthetic:who_cdc_rules
26.92,6.56,15.71,425.65,0.54,63.86,MEDIUM,True,synthetic:who_cdc_rules
33.71,8.21,0.82,331.38,63.69,66.93,MEDIUM,True,synthetic:who_cdc_rules
24.43,6.0,11.18,252.14,4.82,65.39,MEDIUM,True,synthetic:who_cdc_rules
29.76,6.33,2.72,480.48,39.66,57.67,MEDIUM,True,synthetic:who_cdc_rules
21.65,8.19,12.93,372.79,0.0,84.57,MEDIUM,True,synthetic:who_cdc_rules
21.58,6.38,6.08,327.38,21.88,56.37,MEDIUM,True,synthetic:who_cdc_rules
31.31,5.89,6.57,370.57,11.83,32.5,MEDIUM,True,synthetic:who_cdc_rules
28.46,7.5,9.46,516.27,13.59,83.44,HIGH,True,synthetic:who_cdc_rules
18.91,8.88,0.1,404.78,0.0,68.26,MEDIUM,True,synthetic:who_cdc_rules
18.71,6.32,10.8,409.11,0.0,41.37,MEDIUM,True,synthetic:who_cdc_rules
37.5,6.1,2.1,485.91,39.23,31.65,MEDIUM,True,synthetic:who_cdc_rules
36.09,8.48,3.52,496.23,0.0,90.71,MEDIUM,True,synthetic:who_cdc_rules
35.34,5.7,2.99,323.3,66.91,75.71,HIGH,True,synthetic:who_cdc_rules
31.29,6.3,8.28,461.11,47.49,71.42,HIGH,True,synthetic:who_cdc_rules
26.23,6.65,5.18,447.78,31.04,83.64,LOW,True,synthetic:who_cdc_rules
33.03,7.21,3.8,129.02,9.08,40.97,LOW,True,synthetic:who_cdc_rules
24.94,7.75,5.16,443.58,15.04,91.32,LOW,True,synthetic:who_cdc_rules
20.47,8.76,2.37,451.01,13.29,90.41,MEDIUM,True,synthetic:who_cdc_rules
19.25,6.41,1.58,344.68,23.55,89.52,MEDIUM,True,synthetic:who_cdc_rules
18.15,6.27,0.1,399.72,0.0,91.85,MEDIUM,True,synthetic:who_cdc_rules
27.28,6.85,6.51,308.36,0.0,35.0,LOW,True,synthetic:who_cdc_rules
28.28,8.17,1.32,111.51,20.82,30.69,LOW,True,synthetic:who_cdc_rules
24.27,7.51,0.1,768.29,10.64,68.15,MEDIUM,True,synthetic:who_cdc_rules
20.81,7.5,3.07,50.0,15.02,71.58,LOW,True,synthetic:who_cdc_rules
31.26,8.98,0.1,459.53,29.3,66.71,MEDIUM,True,synthetic:who_cdc_rules
29.47,7.96,8.83,91.94,4.11,92.82,MEDIUM,True,synthetic:who_cdc_rules
28.82,7.6,0.84,220.26,16.73,45.74,LOW,True,synthetic:who_cdc_rules
20.99,8.04,9.16,412.83,17.65,91.08,LOW,True,synthetic:who_cdc_rules
34.69,5.59,11.89,230.19,41.22,32.21,HIGH,True,synthetic:who_cdc_rules
22.24,7.66,6.2,50.0,15.26,67.53,LOW,True,synthetic:who_cdc_rules
39.02,7.79,8.82,657.37,45.75,31.16,HIGH,True,synthetic:who_cdc_rules
19.89,8.13,0.1,584.66,11.63,38.86,LOW,True,synthetic:who_cdc_rules
27.3,5.64,0.1,426.54,0.0,74.95,MEDIUM,True,synthetic:who_cdc_rules
32.82,8.99,6.78,205.22,42.66,47.21,MEDIUM,True,synthetic:who_cdc_rules
32.6,6.6,0.1,383.58,12.93,49.39,LOW,True,synthetic:who_cdc_rules
31.75,7.21,1.99,512.81,1.93,67.79,LOW,True,synthetic:who_cdc_rules
33.28,8.53,16.32,332.18,0.0,30.14,MEDIUM,True,synthetic:who_cdc_rules
18.55,7.8,5.66,410.62,0.0,56.59,LOW,True,synthetic:who_cdc_rules
19.43,6.89,10.37,511.98,0.0,79.39,MEDIUM,True,synthetic:who_cdc_rules
24.97,6.7,14.77,446.79,10.09,69.42,MEDIUM,True,synthetic:who_cdc_rules
27.47,8.68,0.1,393.27,34.37,41.22,MEDIUM,True,synthetic:who_cdc_rules
33.79,8.88,10.75,407.99,10.11,66.88,MEDIUM,True,synthetic:who_cdc_rules
35.07,5.74,0.54,458.61,57.03,70.4,HIGH,True,synthetic:who_cdc_rules
38.31,5.64,0.1,276.42,0.0,65.09,MEDIUM,True,synthetic:who_cdc_rules
39.74,8.42,11.65,432.49,12.09,92.01,HIGH,True,synthetic:who_cdc_rules
22.47,5.75,5.29,597.05,40.63,88.02,MEDIUM,True,synthetic:who_cdc_rules
33.44,8.12,2.47,129.04,32.71,78.22,LOW,True,synthetic:who_cdc_rules
37.87,8.41,3.04,733.24,34.1,73.65,MEDIUM,True,synthetic:who_cdc_rules
28.46,7.58,7.47,50.0,24.8,35.75,LOW,True,synthetic:who_cdc_rules
27.24,7.23,6.53,113.24,1.16,65.64,LOW,True,synthetic:who_cdc_rules
38.29,8.46,15.06,209.03,5.49,41.12,MEDIUM,True,synthetic:who_cdc_rules
33.95,8.94,0.1,374.5,14.11,93.06,MEDIUM,True,synthetic:who_cdc_rules
32.56,7.43,13.98,255.82,0.0,34.87,MEDIUM,True,synthetic:who_cdc_rules
31.81,8.41,3.9,818.76,27.14,83.93,MEDIUM,True,synthetic:who_cdc_rules
37.66,8.7,8.8,481.71,7.76,51.21,MEDIUM,True,synthetic:who_cdc_rules
21.71,7.5,16.12,546.51,0.0,73.18,MEDIUM,True,synthetic:who_cdc_rules
30.24,6.09,6.54,728.55,14.55,65.71,MEDIUM,True,synthetic:who_cdc_rules
32.99,7.72,0.1,337.63,10.92,92.56,MEDIUM,True,synthetic:who_cdc_rules
25.34,5.91,4.41,128.32,0.0,64.27,MEDIUM,True,synthetic:who_cdc_rules
22.67,8.22,9.81,497.54,11.08,81.48,LOW,True,synthetic:who_cdc_rules
27.02,6.41,0.1,344.93,22.42,32.19,MEDIUM,True,synthetic:who_cdc_rules
25.93,6.83,6.81,614.03,0.0,75.24,MEDIUM,True,synthetic:who_cdc_rules
32.16,7.21,4.4,547.45,31.25,87.08,MEDIUM,True,synthetic:who_cdc_rules
22.85,8.98,3.73,297.53,15.42,90.29,MEDIUM,True,synthetic:who_cdc_rules
33.29,8.71,2.4,377.47,33.97,60.74,LOW,True,synthetic:who_cdc_rules
26.44,6.86,5.75,407.48,23.43,84.02,HIGH,True,synthetic:who_cdc_rules
33.76,5.72,14.59,306.83,9.26,74.87,MEDIUM,True,synthetic:who_cdc_rules
30.29,7.6,3.75,227.92,26.08,84.11,MEDIUM,True,synthetic:who_cdc_rules
28.98,8.37,11.76,273.94,12.84,56.56,MEDIUM,True,synthetic:who_cdc_rules
24.33,7.97,3.64,482.74,17.02,42.58,LOW,True,synthetic:who_cdc_rules
